ref	query	dist	pvalue	sharedhashes	Organism.Name	Strain	Assembly	Level
NZ_CP024489.1.fa	edge_203	0.0816138	0	99/1000	Klebsiella pneumoniae	INF249	GCA_002752775.1	Complete
NZ_CP024496.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae	KSB1_7E	GCA_002752905.1	Complete
NZ_CP024499.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae	KSB1_4E	GCA_002754835.1	Complete
NZ_CP024504.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae	KSB2_1B	GCA_002753015.1	Complete
NZ_CP024515.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae	KSB1_10J	GCA_002753035.1	Complete
NZ_CP024521.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	INF158	GCA_002753055.1	Complete
NZ_CP024528.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	INF157	GCA_002753075.1	Complete
NZ_CP024535.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	KSB1_9D	GCA_002753165.1	Complete
NZ_CP024542.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae	INF042	GCA_002752995.1	Complete
NZ_CP024545.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae	INF059	GCA_002753355.1	Complete
NZ_CP024548.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae	KSB1_7J	GCA_002753375.1	Complete
NZ_CP024549.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	INF163	GCA_002753405.1	Complete
NZ_CP024556.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	INF164	GCA_002753555.1	Complete
NZ_CP024563.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	INF278	GCA_002752975.1	Complete
NZ_CP024570.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	INF274	GCA_002753605.1	Complete
NZ_CP024707.1.fa	edge_203	0.0843302	0	93/1000	Klebsiella pneumoniae	cr-hvkp3	GCA_003932915.1	Complete
NZ_CP024834.1.fa	edge_203	0.0794837	0	104/1000	Klebsiella pneumoniae	CRKP-2297	GCA_002787755.1	Complete
NZ_CP024838.1.fa	edge_203	0.0794837	0	104/1000	Klebsiella pneumoniae	CRKP-1215	GCA_002786755.1	Complete
NZ_CP024874.1.fa	edge_203	0.0766828	0	111/1000	Klebsiella pneumoniae	NH25	GCA_003031325.1	Complete
NZ_CP024916.1.fa	edge_203	0.0834041	0	95/1000	Klebsiella pneumoniae	NH54	GCA_003031345.1	Complete
NZ_CP025005.1.fa	edge_203	0.0799006	0	103/1000	Klebsiella pneumoniae	AUSMDU00003562	GCA_002812365.1	Complete
NZ_CP025008.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae	AUSMDU00008119	GCA_002812385.1	Complete
NZ_CP025037.1.fa	edge_203	0.0816138	0	99/1000	Klebsiella pneumoniae	NU-CRE047	GCA_002812665.1	Complete
NZ_CP025080.1.fa	edge_203	0.0843302	0	93/1000	Klebsiella pneumoniae	SGH10	GCA_002813595.1	Complete
NZ_CP025140.1.fa	edge_203	0.0834041	0	95/1000	Klebsiella pneumoniae	KP1768	GCA_002833445.1	Complete
NZ_CP025143.1.fa	edge_203	0.0834041	0	95/1000	Klebsiella pneumoniae	NR5632	GCA_002833425.1	Complete
NZ_CP025146.1.fa	edge_203	0.0834041	0	95/1000	Klebsiella pneumoniae	KP1766	GCA_002833465.1	Complete
NZ_CP025211.1.fa	edge_203	0.0843302	0	93/1000	Klebsiella pneumoniae	HZW25	GCA_002966875.1	Complete
NZ_CP025456.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	KP69	GCA_002848545.1	Complete
NZ_CP025461.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	F44	GCA_002848585.1	Complete
NZ_CP025466.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	JS187	GCA_002848565.1	Complete
NZ_CP025515.1.fa	edge_203	0.0829489	0	96/1000	Klebsiella pneumoniae	002SK2	GCA_002848605.1	Complete
NZ_CP025541.3.fa	edge_203	0.0747985	0	116/1000	Klebsiella pneumoniae	2N3	GCA_002850275.3	Complete
NZ_CP025576.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	08EU827	GCA_004010995.1	Complete
NZ_CP025684.1.fa	edge_203	0.0740698	0	118/1000	Klebsiella pneumoniae	L5-2	GCA_004014965.1	Complete
NZ_CP025951.1.fa	edge_203	0.0820539	0	98/1000	Klebsiella pneumoniae subsp. pneumoniae	GD4	GCA_002893825.1	Complete
NZ_CP025963.2.fa	edge_203	0.0799006	0	103/1000	Klebsiella pneumoniae	WCHKP34	GCA_002811335.4	Complete
NZ_CP026011.1.fa	edge_203	0.0848014	0	92/1000	Klebsiella pneumoniae	K2044	GCA_009497695.1	Complete
NZ_CP026017.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae	13190	GCA_009497735.1	Complete
NZ_CP026021.1.fa	edge_203	0.0843302	0	93/1000	Klebsiella pneumoniae	11492	GCA_003953905.1	Complete
NZ_CP026023.1.fa	edge_203	0.0843302	0	93/1000	Klebsiella pneumoniae	11420	GCA_009497755.1	Complete
NZ_CP026130.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	F1	GCA_003367555.1	Complete
NZ_CP026132.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	F5	GCA_004119955.1	Complete
NZ_CP026136.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	F77	GCA_004119975.1	Complete
NZ_CP026140.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	F127	GCA_004119995.1	Complete
NZ_CP026145.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	F132	GCA_004120075.1	Complete
NZ_CP026149.1.fa	edge_203	0.0816138	0	99/1000	Klebsiella pneumoniae	F138	GCA_004120095.1	Complete
NZ_CP026153.1.fa	edge_203	0.0766828	0	111/1000	Klebsiella pneumoniae	F10(AN)	GCA_004120015.1	Complete
NZ_CP026155.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	B12(AN)	GCA_004120115.1	Complete
NZ_CP026157.1.fa	edge_203	0.0799006	0	103/1000	Klebsiella pneumoniae	F93-2	GCA_004120175.1	Complete
NZ_CP026159.1.fa	edge_203	0.0778587	0	108/1000	Klebsiella pneumoniae	F89-1	GCA_004120135.1	Complete
NZ_CP026160.1.fa	edge_203	0.0799006	0	103/1000	Klebsiella pneumoniae	F93-1	GCA_004120035.1	Complete
NZ_CP026162.1.fa	edge_203	0.0799006	0	103/1000	Klebsiella pneumoniae	F13	GCA_004120055.1	Complete
NZ_CP026164.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	F81	GCA_004120155.1	Complete
NZ_CP026177.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	KPNIH50	GCA_002903005.1	Complete
NZ_CP026178.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	KPNIH49	GCA_002903025.1	Complete
NZ_CP026392.1.fa	edge_203	0.0834041	0	95/1000	Klebsiella pneumoniae	KPNIH48	GCA_002935085.1	Complete
NZ_CP026495.1.fa	edge_203	0.0829489	0	96/1000	Klebsiella pneumoniae	616	GCA_003076555.1	Complete
NZ_CP026585.2.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	WCHKP649	GCA_001887985.3	Complete
NZ_CP026586.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	NUHL30457	GCA_002944845.1	Complete
NZ_CP026751.1.fa	edge_203	0.0759181	0	113/1000	Klebsiella pneumoniae	AR_0066	GCA_002948565.1	Complete
NZ_CP027036.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	16_GR_13	GCA_001701835.2	Complete
NZ_CP027042.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	1_GR_13	GCA_001701425.2	Complete
NZ_CP027048.1.fa	edge_203	0.0786628	0	106/1000	Klebsiella pneumoniae	20_GR_12	GCA_001701845.2	Complete
NZ_CP027053.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae	2_GR_12	GCA_001702045.2	Complete
NZ_CP027068.2.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	WCHKP8F4	GCA_002258145.3	Complete
NZ_CP027146.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	AR_0363	GCA_002968475.1	Complete
NZ_CP027160.1.fa	edge_203	0.0799006	0	103/1000	Klebsiella pneumoniae	AR_0361	GCA_002968495.1	Complete
NZ_CP027189.1.fa	edge_203	0.0843302	0	93/1000	Klebsiella pneumoniae	KPHS1249	GCA_002970895.1	Complete
NZ_CP027612.1.fa	edge_203	0.0762985	0	112/1000	Klebsiella pneumoniae subsp. ozaenae	AR_0096	GCA_003010735.1	Complete
NZ_CP028176.1.fa	edge_203	0.0723061	0	123/1000	Klebsiella pneumoniae	CFSAN054111	GCA_003030145.1	Complete
NZ_CP028180.1.fa	edge_203	0.0786628	0	106/1000	Klebsiella pneumoniae	CFSAN054110	GCA_003030045.1	Complete
NZ_CP028391.1.fa	edge_203	0.0816138	0	99/1000	Klebsiella pneumoniae	WCHKP13F2	GCA_002257935.3	Complete
NZ_CP028478.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae	2e	GCA_003692695.1	Complete
NZ_CP028542.2.fa	edge_203	0.0816138	0	99/1000	Klebsiella pneumoniae	WCHKP2	GCA_002164835.3	Complete
NZ_CP028548.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae subsp. pneumoniae	SCKP020143	GCA_002853435.2	Complete
NZ_CP028583.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	WCHKP36	GCA_002811325.2	Complete
NZ_CP028716.1.fa	edge_203	0.0733545	0	120/1000	Klebsiella pneumoniae	SCM96	GCA_003054385.1	Complete
NZ_CP028783.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae subsp. pneumoniae	SCKP020046	GCA_002852945.2	Complete
NZ_CP028787.2.fa	edge_203	0.0799006	0	103/1000	Klebsiella pneumoniae	SCKP020049	GCA_002852995.3	Complete
NZ_CP028793.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	WCHKP020030	GCA_003038215.2	Complete
NZ_CP028797.1.fa	edge_203	0.0816138	0	99/1000	Klebsiella pneumoniae	WCHKP040035	GCA_003037325.2	Complete
NZ_CP028806.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	WCHKP7E2	GCA_002258055.2	Complete
NZ_CP028932.1.fa	edge_203	0.0786628	0	106/1000	Klebsiella pneumoniae	AR_0153	GCA_003069525.1	Complete
NZ_CP028953.1.fa	edge_203	0.0824989	0	97/1000	Klebsiella pneumoniae	AR_0141	GCA_003071305.1	Complete
NZ_CP028990.1.fa	edge_203	0.0824989	0	97/1000	Klebsiella pneumoniae	AR_0142	GCA_003073315.1	Complete
NZ_CP028994.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	AR_0079	GCA_003073335.1	Complete
NZ_CP029099.1.fa	edge_203	0.0786628	0	106/1000	Klebsiella pneumoniae	AR438	GCA_003073675.1	Complete
NZ_CP029137.1.fa	edge_203	0.0730018	0	121/1000	Klebsiella pneumoniae	AR376	GCA_003074015.1	Complete
NZ_CP029384.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae subsp. pneumoniae	SCKP020079	GCA_002852975.2	Complete
NZ_CP029388.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae subsp. pneumoniae	SCKP040074	GCA_003037615.2	Complete
NZ_CP029582.1.fa	edge_203	0.0799006	0	103/1000	Klebsiella pneumoniae	DA33140	GCA_003181055.1	Complete
NZ_CP029587.1.fa	edge_203	0.0770708	0	110/1000	Klebsiella pneumoniae	DA33141	GCA_003181095.1	Complete
NZ_CP029590.1.fa	edge_203	0.0770708	0	110/1000	Klebsiella pneumoniae	DA33144	GCA_003181135.1	Complete
NZ_CP029689.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	160111	GCA_003429545.1	Complete
NZ_CP029722.1.fa	edge_203	0.0829489	0	96/1000	Klebsiella pneumoniae	AR_0140	GCA_003204465.1	Complete
NZ_CP029738.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	AR_0087	GCA_003204175.1	Complete
NZ_CP030070.1.fa	edge_203	0.0786628	0	106/1000	Klebsiella pneumoniae	IA565	GCA_007833555.1	Complete
NZ_CP030072.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae	DA12090	GCA_007833575.1	Complete
NZ_CP030172.1.fa	edge_203	0.0829489	0	96/1000	Klebsiella pneumoniae subsp. pneumoniae	12208	GCA_003286975.1	Complete
NZ_CP030174.1.fa	edge_203	0.0778587	0	108/1000	Klebsiella pneumoniae subsp. pneumoniae	11219	GCA_003285145.1	Complete
NZ_CP030269.1.fa	edge_203	0.0843302	0	93/1000	Klebsiella pneumoniae subsp. pneumoniae	SC-7	GCA_003286995.1	Complete
NZ_CP030341.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	AR_362	GCA_003288375.1	Complete
NZ_CP030923.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae subsp. pneumoniae	KC-Pl-HB1	GCA_003330945.1	Complete
NZ_CP031368.1.fa	edge_203	0.0820539	0	98/1000	Klebsiella pneumoniae	KpvST101_OXA-48	GCA_003363735.2	Complete
NZ_CP031562.1.fa	edge_203	0.0759181	0	113/1000	Klebsiella pneumoniae	2-1	GCA_004138665.1	Complete
NZ_CP031577.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	N4b	GCA_003408615.1	Complete
NZ_CP031613.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	ZYST1	GCA_003432405.1	Complete
NZ_CP031721.1.fa	edge_203	0.0824989	0	97/1000	Klebsiella pneumoniae	WCHKP3	GCA_002164855.2	Complete
NZ_CP031734.1.fa	edge_203	0.0770708	0	110/1000	Klebsiella pneumoniae subsp. pneumoniae	M5	GCA_003428845.1	Complete
NZ_CP031789.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	KSB1_1I-sc-2280289	GCA_003432145.1	Complete
NZ_CP031792.1.fa	edge_203	0.0820539	0	98/1000	Klebsiella pneumoniae	INF116-sc-2279924	GCA_003432245.1	Complete
NZ_CP031795.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	INF125-sc-2279943	GCA_003432285.1	Complete
NZ_CP031798.1.fa	edge_203	0.0759181	0	113/1000	Klebsiella pneumoniae	QMP B2-170	GCA_003432265.1	Complete
NZ_CP031800.1.fa	edge_203	0.0799006	0	103/1000	Klebsiella pneumoniae	MSB1_8A-sc-2280397	GCA_003432165.1	Complete
NZ_CP031808.1.fa	edge_203	0.0820539	0	98/1000	Klebsiella pneumoniae	INF206-sc-2280074	GCA_003432185.1	Complete
NZ_CP031810.1.fa	edge_203	0.0799006	0	103/1000	Klebsiella pneumoniae	INF014-sc-2279884	GCA_003432225.1	Complete
NZ_CP031814.1.fa	edge_203	0.0774628	0	109/1000	Klebsiella pneumoniae	KSB1_7F-sc-2280268	GCA_003432205.1	Complete
NZ_CP031817.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	INF235-sc-2280127	GCA_003590665.1	Complete
NZ_CP031849.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae	121	GCA_004801235.1	Complete
NZ_CP031885.1.fa	edge_203	0.0799006	0	103/1000	Klebsiella pneumoniae	WCHKP095845	GCA_001887995.2	Complete
NZ_CP032163.1.fa	edge_203	0.0848014	0	92/1000	Klebsiella pneumoniae	XJ-K1	GCA_006304565.1	Complete
NZ_CP032167.1.fa	edge_203	0.0786628	0	106/1000	Klebsiella pneumoniae	AR_0076	GCA_003571525.1	Complete
NZ_CP032175.1.fa	edge_203	0.0770708	0	110/1000	Klebsiella pneumoniae	AR_0160	GCA_003571585.1	Complete
NZ_CP032178.1.fa	edge_203	0.0820539	0	98/1000	Klebsiella pneumoniae	AR_0135	GCA_003571545.1	Complete
NZ_CP032185.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	AR_0075	GCA_003571605.1	Complete
NZ_CP032200.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	AR_0097	GCA_003571645.1	Complete
NZ_CP032207.1.fa	edge_203	0.0794837	0	104/1000	Klebsiella pneumoniae	AR_0109	GCA_003571705.1	Complete
NZ_CP032222.1.fa	edge_203	0.0820539	0	98/1000	Klebsiella pneumoniae	AR_0046	GCA_003571745.1	Complete
NZ_CP032240.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	XJ-K2	GCA_009834285.1	Complete
NZ_CP032831.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	INF078	GCA_003660185.1	Complete
NZ_CP032833.1.fa	edge_203	0.0824989	0	97/1000	Klebsiella pneumoniae	INF237	GCA_003660205.1	Complete
NZ_CP033396.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	WCHKP015625	GCA_003261955.2	Complete
NZ_CP033405.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	WCHKP115069	GCA_003711065.1	Complete
NZ_CP033625.1.fa	edge_203	0.0816138	0	99/1000	Klebsiella pneumoniae	4743	GCA_003790485.1	Complete
NZ_CP033756.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	FDAARGOS_566	GCA_003812085.1	Complete
NZ_CP033777.1.fa	edge_203	0.0820539	0	98/1000	Klebsiella pneumoniae	FDAARGOS_531	GCA_003812105.1	Complete
NZ_CP033946.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae subsp. pneumoniae	ARLG-3135	GCA_003850165.1	Complete
NZ_CP033954.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	L39_2	GCA_006494895.1	Complete
NZ_CP033960.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	L482	GCA_006494915.1	Complete
NZ_CP034039.1.fa	edge_203	0.0794837	0	104/1000	Klebsiella pneumoniae subsp. pneumoniae	CRK0298	GCA_002970375.3	Complete
NZ_CP034045.1.fa	edge_203	0.0759181	0	113/1000	Klebsiella pneumoniae	KP_NORM_BLD_2014_104014	GCA_003855315.1	Complete
NZ_CP034053.1.fa	edge_203	0.0759181	0	113/1000	Klebsiella pneumoniae	KP_NORM_BLD_2015_112126	GCA_003855335.1	Complete
NZ_CP034076.1.fa	edge_203	0.0778587	0	108/1000	Klebsiella pneumoniae	KP17-15	GCA_003855535.1	Complete
NZ_CP034077.1.fa	edge_203	0.0778587	0	108/1000	Klebsiella pneumoniae	KP17-16	GCA_003855555.1	Complete
NZ_CP034082.1.fa	edge_203	0.0843302	0	93/1000	Klebsiella pneumoniae subsp. pneumoniae	R210-2	GCA_003855515.1	Complete
NZ_CP034123.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	BJCFK909	GCA_003856475.1	Complete
NZ_CP034200.1.fa	edge_203	0.0755413	0	114/1000	Klebsiella pneumoniae subsp. pneumoniae	KpvST383_NDM_OXA-48	GCA_003860645.2	Complete
NZ_CP034249.1.fa	edge_203	0.0774628	0	109/1000	Klebsiella pneumoniae	KP18-29	GCA_003931835.1	Complete
NZ_CP034281.1.fa	edge_203	0.0829489	0	96/1000	Klebsiella pneumoniae	I72	GCA_003934185.1	Complete
NZ_CP034321.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	33	GCA_011065365.1	Complete
NZ_CP034327.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	KSH203	GCA_003940845.1	Complete
NZ_CP034408.1.fa	edge_203	0.0762985	0	112/1000	Klebsiella pneumoniae	NH34	GCA_004135795.1	Complete
NZ_CP034415.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	C789	GCA_009684575.1	Complete
NZ_CP034760.1.fa	edge_203	0.0794837	0	104/1000	Klebsiella pneumoniae	NB5306	GCA_004006035.1	Complete
NZ_CP034778.1.fa	edge_203	0.0824989	0	97/1000	Klebsiella pneumoniae	18CPO060	GCA_004332075.1	Complete
NZ_CP035179.1.fa	edge_203	0.0824989	0	97/1000	Klebsiella pneumoniae	BA33875	GCA_002740955.2	Complete
NZ_CP035194.1.fa	edge_203	0.0820539	0	98/1000	Klebsiella pneumoniae	LH102-A	GCA_009387945.1	Complete
NZ_CP035196.1.fa	edge_203	0.0794837	0	104/1000	Klebsiella pneumoniae	LH375	GCA_009387915.1	Complete
NZ_CP035202.1.fa	edge_203	0.0786628	0	106/1000	Klebsiella pneumoniae	LH94	GCA_009387775.1	Complete
NZ_CP035210.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	TH164	GCA_009387815.1	Complete
NZ_CP035383.1.fa	edge_203	0.0838645	0	94/1000	Klebsiella pneumoniae	AP8555	GCA_004118955.1	Complete
NZ_CP035531.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	NFYY0065	GCA_004137665.1	Complete
NZ_CP035540.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae subsp. pneumoniae	CCRI-22199	GCA_004141975.1	Complete
NZ_CP035777.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	R46	GCA_004208475.1	Complete
NZ_CP035905.1.fa	edge_203	0.0848014	0	92/1000	Klebsiella pneumoniae	BA4656	GCA_004209795.1	Complete
NZ_CP035929.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	B31	GCA_004295605.1	Complete
NZ_CP036187.1.fa	edge_203	0.0770708	0	110/1000	Klebsiella pneumoniae	BA1559	GCA_004295385.1	Complete
NZ_CP036190.1.fa	edge_203	0.0848014	0	92/1000	Klebsiella pneumoniae	BA34918	GCA_004295405.1	Complete
NZ_CP036300.1.fa	edge_203	0.0816138	0	99/1000	Klebsiella pneumoniae subsp. pneumoniae	WCHKP015093	GCA_002852365.2	Complete
NZ_CP036305.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	WCHKP020098	GCA_003037005.2	Complete
NZ_CP036320.1.fa	edge_203	0.0794837	0	104/1000	Klebsiella pneumoniae	VBA2172	GCA_002300675.2	Complete
NZ_CP036327.1.fa	edge_203	0.0790711	0	105/1000	Klebsiella pneumoniae	BA28434	GCA_002909775.2	Complete
NZ_CP036335.1.fa	edge_203	0.0770708	0	110/1000	Klebsiella pneumoniae	BP327	GCA_004319525.1	Complete
NZ_CP036361.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	WCHKP2080	GCA_002257765.2	Complete
NZ_CP036365.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	WCHKP115068	GCA_004322795.1	Complete
NZ_CP036371.1.fa	edge_203	0.0816138	0	99/1000	Klebsiella pneumoniae	WCHKP020037	GCA_002811305.2	Complete
NZ_CP036438.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	ABFQB	GCA_004322995.1	Complete
NZ_CP036442.1.fa	edge_203	0.0799006	0	103/1000	Klebsiella pneumoniae	ABFPV	GCA_004322955.1	Complete
NZ_CP036450.1.fa	edge_203	0.0786628	0	106/1000	Klebsiella pneumoniae	KPNIH45	GCA_002918585.2	Complete
NZ_CP037742.1.fa	edge_203	0.0838645	0	94/1000	Klebsiella pneumoniae	ST23	GCA_004924315.1	Complete
NZ_CP037927.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	CRKP I	GCA_005347525.1	Complete
NZ_CP037928.1.fa	edge_203	0.0786628	0	106/1000	Klebsiella pneumoniae subsp. pneumoniae	KP-8788	GCA_009867115.1	Complete
NZ_CP037963.1.fa	edge_203	0.0799006	0	103/1000	Klebsiella pneumoniae	SCKP020135	GCA_002853475.2	Complete
NZ_CP039524.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae subsp. pneumoniae	HB25-1	GCA_011752495.1	Complete
NZ_CP039808.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	C2660	GCA_010183645.1	Complete
NZ_CP039819.1.fa	edge_203	0.0811785	0	100/1000	Klebsiella pneumoniae	C2414	GCA_010183685.1	Complete
NZ_CP039936.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	18KM1950	GCA_013378155.1	Complete
NZ_CP039939.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	18KM2517	GCA_013378175.1	Complete
NZ_CP039942.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	18KM2813	GCA_013378195.1	Complete
NZ_CP039945.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	19KM28	GCA_013378215.1	Complete
NZ_CP039948.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	19KM57	GCA_013378235.1	Complete
NZ_CP039951.1.fa	edge_203	0.0838645	0	94/1000	Klebsiella pneumoniae	18KM2445b	GCA_013378255.1	Complete
NZ_CP039954.1.fa	edge_203	0.0838645	0	94/1000	Klebsiella pneumoniae	AR142_2b	GCA_013378275.1	Complete
NZ_CP039957.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	EAN23	GCA_013378295.1	Complete
NZ_CP039960.1.fa	edge_203	0.0782587	0	107/1000	Klebsiella pneumoniae	EAN40	GCA_013378315.1	Complete
NZ_CP040023.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	KPC160132	GCA_011129215.1	Complete
NZ_CP040028.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	KPC160121	GCA_011106605.1	Complete
NZ_CP040033.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	KPC160117	GCA_011106775.1	Complete
NZ_CP040038.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	KPC160125	GCA_011106795.1	Complete
NZ_CP040122.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	LSH-KPN148	GCA_009914235.1	Complete
NZ_CP040175.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	2e	GCA_005377825.1	Complete
NZ_CP040363.1.fa	edge_203	0.0744324	0	117/1000	Klebsiella pneumoniae	R50	GCA_006974165.1	Complete
NZ_CP040391.1.fa	edge_203	0.0786628	0	106/1000	Klebsiella pneumoniae	LSH-KPN25	GCA_009914255.1	Complete
NZ_CP040533.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	CR-HvKP1	GCA_005853785.1	Complete
NZ_CP040539.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	CR-HvKP4	GCA_005854245.1	Complete
NZ_CP040545.1.fa	edge_203	0.0807479	0	101/1000	Klebsiella pneumoniae	CR-HvKP5	GCA_005854025.1	Complete
NZ_CP040593.1.fa	edge_203	0.0762985	0	112/1000	Klebsiella pneumoniae subsp. pneumoniae	KpvST15_NDM	GCA_005885775.1	Complete
NZ_CP040724.1.fa	edge_203	0.080322	0	102/1000	Klebsiella pneumoniae	KpvST147B_SE1_1_NDM	GCA_005944305.1	Complete
NZ_CP040861.1.fa	edge_203	0.0816138	0	99/1000	Klebsiella pneumoniae	Xen39	GCA_010586985.1	Complete
NZ_CP040993.1.fa	edge_203	0.0834041	0	95/1000	Klebsiella pneumoniae	FDAARGOS_775	GCA_006364295.1	Complete
